Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
"Sheet: 11 5/8 × 10 11/16 in. (29.6 × 27.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757699,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 8 7/16 × 12 1/4 in. (21.4 × 31.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757700,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 7 1/2 in. × 11 in. (19.1 × 27.9 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757702,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 13 7/16 × 10 1/16 in. (34.2 × 25.6 cm)""","Gift of Edwin De T. Bechtel, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757710,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 13 7/16 × 10 1/16 in. (34.1 × 25.6 cm)""","Gift of Edwin De T. Bechtel, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757714,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 15 13/16 × 12 1/2 in. (40.1 × 31.7 cm)""","Rogers Fund, Transferred from the Library, 1941",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757715,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 3/16 × 13 7/16 in. (25.9 × 34.1 cm)""","Gift of Edwin De T. Bechtel, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757717,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 13 7/16 × 10 3/16 in. (34.2 × 25.8 cm)""","Gift of Edwin De T. Bechtel, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757719,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 1/4 × 13 7/16 in. (26.1 × 34.2 cm)""","Gift of Edwin De T. Bechtel, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757725,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 9 9/16 × 6 1/4 in. (24.3 × 15.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757727,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 9 7/16 × 6 1/2 in. (24 × 16.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757729,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 13 7/16 × 10 3/16 in. (34.1 × 25.8 cm)""","Gift of Edwin De T. Bechtel, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757730,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 7 × 5 7/8 in. (17.8 × 15 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757731,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 7 × 5 7/8 in. (17.8 × 15 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757733,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 7 × 5 7/8 in. (17.8 × 15 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757735,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 5/16 × 4 15/16 in. (16 × 12.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757736,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 1/4 × 13 3/8 in. (26 × 34 cm)""","Gift of Edwin De T. Bechtel, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757738,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 7 1/16 × 4 13/16 in. (18 × 12.3 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757739,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 7 1/16 × 4 13/16 in. (18 × 12.3 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757741,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 7 1/16 × 4 13/16 in. (18 × 12.3 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757742,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 1/4 × 13 7/16 in. (26.1 × 34.1 cm)""","Gift of Edwin De T. Bechtel, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757743,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 5/16 × 5 1/16 in. (16 × 12.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757744,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 1/2 × 8 11/16 in. (16.5 × 22 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757746,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 13 7/16 × 10 3/16 in. (34.2 × 25.9 cm)""","Gift of Edwin De T. Bechtel, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757747,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 1/2 × 8 11/16 in. (16.5 × 22 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757748,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 3 9/16 × 5 9/16 in. (9 × 14.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757750,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 3 9/16 × 5 9/16 in. (9 × 14.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757752,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 3 9/16 × 5 9/16 in. (9 × 14.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757753,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 3 9/16 × 5 9/16 in. (9 × 14.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757754,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 1/8 × 6 in. (13 × 15.3 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757755,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 13 7/16 × 10 3/16 in. (34.1 × 25.8 cm)""","Gift of Edwin De T. Bechtel, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757756,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 1/16 × 6 5/16 in. (12.8 × 16.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757757,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 5/16 × 4 15/16 in. (16 × 12.6 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757758,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 15/16 × 5 3/16 in. (17.6 × 13.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757759,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 7 1/2 × 4 13/16 in. (19 × 12.3 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757760,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 13 7/16 × 10 1/16 in. (34.1 × 25.5 cm)""","Gift of Edwin De T. Bechtel, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/757761,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(22),FALSE,FALSE,757762,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","A bear tamer, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression before plate cleaned",Sheet: 7 11/16 × 5 15/16 in. (19.6 × 15.1 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 5/16 × 4 15/16 in. (16 × 12.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757762,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(23),FALSE,FALSE,757763,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","Toreadores and a bull, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression of first state",Sheet: 8 3/8 × 9 13/16 in. (21.2 × 25 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 15/16 × 7 3/8 in. (15.1 × 18.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757763,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(24),FALSE,FALSE,757764,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","Toreadores and a bull, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression of second state",Sheet: 7 3/4 × 9 1/16 in. (19.7 × 23 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 15/16 × 7 3/8 in. (15.1 × 18.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757764,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(25),FALSE,FALSE,757765,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","Skeleton, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression before burnishing aquatint",Sheet: 9 13/16 × 6 5/16 in. (25 × 16 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 8 1/4 × 5 1/8 in. (21 × 13 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757765,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(26),FALSE,FALSE,757766,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","Panther, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression before burnishing aquatint",Sheet: 5 7/8 × 7 3/16 in. (15 × 18.2 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 4 15/16 × 6 5/16 in. (12.5 × 16 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757766,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(27),FALSE,FALSE,757768,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","Picador and a bull, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching, proof impression before aquatint",Sheet: 8 7/8 in. × 11 in. (22.5 × 28 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 3/4 × 8 7/8 in. (17.2 × 22.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757768,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(28),FALSE,FALSE,757769,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","Picador and a bull, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression",Sheet: 9 7/16 × 12 3/16 in. (24 × 31 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 3/4 × 8 7/8 in. (17.2 × 22.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757769,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(29),FALSE,FALSE,757770,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","Picador and a bull, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression with hand colouring",Sheet: 8 7/8 in. × 11 in. (22.5 × 28 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 3/4 × 8 7/8 in. (17.2 × 22.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757770,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(30),FALSE,FALSE,757771,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","An Indian, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression of first state",Sheet: 8 3/8 × 6 7/8 in. (21.2 × 17.5 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 5/16 × 4 15/16 in. (16 × 12.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757771,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(31),FALSE,FALSE,757772,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","A plains Indian, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression of second state before burnishing",Sheet: 7 1/2 × 5 13/16 in. (19 × 14.8 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 5/16 × 4 15/16 in. (16 × 12.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757772,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(32),FALSE,FALSE,757774,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","An Redskin Indian, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression",Sheet: 6 1/8 × 7 1/2 in. (15.5 × 19 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 1/8 × 6 5/16 in. (13 × 16 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757774,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(33),FALSE,FALSE,757775,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","Bullfighters and a bull, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression",Sheet: 7 11/16 × 8 7/8 in. (19.5 × 22.5 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 7/8 × 7 5/16 in. (15 × 18.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757775,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(34),FALSE,FALSE,757776,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","A king and a clown, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression",Sheet: 8 3/16 × 5 15/16 in. (20.8 × 15.1 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 5/16 × 4 15/16 in. (16 × 12.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757776,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(35),FALSE,FALSE,757777,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","Death riding a horse, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression",Sheet: 11 7/16 × 9 1/16 in. (29 × 23 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 9 1/4 × 7 1/16 in. (23.5 × 18 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757777,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(36),FALSE,FALSE,757778,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","Death riding a horse, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression printed in colour",Sheet: 11 7/16 × 9 1/16 in. (29 × 23 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 9 1/4 × 7 1/16 in. (23.5 × 18 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757778,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(37),FALSE,FALSE,757779,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","A dog, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression",Sheet: 11 1/4 × 8 7/16 in. (28.5 × 21.4 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 9 1/16 × 6 1/4 in. (23 × 15.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757779,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(38),FALSE,FALSE,757791,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Print""","Three shepherds (recto), an Indian (verso) from 'Titeres Populares Mexicanos' (Mexican popular puppets)",,,,,,Artist,,Lola Cueto,"Mexican, 1897–1978",,"Cueto, Lola",,1897,1978,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression",Sheet: 12 3/16 × 9 7/16 in. (31 × 24 cm),,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 3/8 × 5 1/8 in. (16.2 × 13 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Books,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/757791,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
46.46.688(39),FALSE,FALSE,757792,Drawings and Prints,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
